,question,type,placeholders,naturalness,difficulty,dbpedia_entities
1131,Explain the relationship between the Roman Empire and the spread of Christianity and its significance.,explanatory,"{'entity A': 'Roman Empire', 'entity B': 'spread of Christianity'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Christianity'}"
1132,"Based on the historical behavior of Amazon, what do you think it might do in the future?",predictive,{'entity': 'Amazon'},medium,medium,{'entity': 'http://dbpedia.org/resource/Amazon_(company)'}
1133,Compare and contrast the similarities and differences between the leadership styles of Nelson Mandela and Mahatma Gandhi.,comparative,"{'entity A': 'Nelson Mandela', 'entity B': 'Mahatma Gandhi', 'aspect': 'leadership styles'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Nelson_Mandela', 'entity B': 'http://dbpedia.org/resource/Mahatma_Gandhi'}"
1134,How do you evaluate the impact of the Industrial Revolution on modern economic systems? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern economic systems'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economic_system'}"
1135,Please describe Marie Curie's contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
1136,Why did Nelson Mandela take the decision to negotiate with the apartheid government during his imprisonment?,explanatory,"{'person': 'Nelson Mandela', 'action': 'negotiate with the apartheid government', 'time': 'his imprisonment'}",high,hard,"{'person': 'http://dbpedia.org/resource/Nelson_Mandela', 'action': 'http://dbpedia.org/resource/Negotiation', 'time': 'http://dbpedia.org/resource/Imprisonment_of_Nelson_Mandela'}"
1137,"Based on Google's historical behavior, in which fields do you think it might invest heavily in the future?",predictive,{'entity': 'Google'},high,medium,{'entity': 'http://dbpedia.org/resource/Google'}
1138,Compare the economic impacts of the Great Depression and the 2008 financial crisis.,comparative,"{'historical event A': 'Great Depression', 'historical event B': '2008 financial crisis'}",high,medium,"{'historical event A': 'http://dbpedia.org/resource/Great_Depression', 'historical event B': 'http://dbpedia.org/resource/Financial_crisis_of_2007–2008'}"
1139,How do you evaluate the impact of social media on modern democratic processes? Please explain your viewpoint.,critical,"{'person/event': 'social media', 'field': 'modern democratic processes'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Democracy'}"
1140,Please describe Mahatma Gandhi's contributions to the Indian independence movement.,descriptive,{'person': 'Mahatma Gandhi'},high,medium,{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi'}
1141,Why did Alexander the Great decide to invade Persia?,explanatory,"{'person': 'Alexander the Great', 'action': 'invade Persia'}",high,medium,"{'person': 'http://dbpedia.org/resource/Alexander_the_Great', 'action': 'http://dbpedia.org/resource/Achaemenid_Empire'}"
1142,"Based on the current trends, how do you predict the future of electric vehicles will develop?",predictive,{'event': 'future of electric vehicles'},high,medium,{'event': 'http://dbpedia.org/resource/Electric_vehicle'}
1143,Compare the economic impacts of the Great Depression and the 2008 Financial Crisis.,comparative,"{'historical event A': 'Great Depression', 'historical event B': '2008 Financial Crisis'}",high,medium,"{'historical event A': 'http://dbpedia.org/resource/Great_Depression', 'historical event B': 'http://dbpedia.org/resource/Financial_crisis_of_2007–2008'}"
1144,How do you evaluate the impact of the Internet on modern journalism? Please explain your viewpoint.,critical,"{'event': 'Internet', 'field': 'modern journalism'}",high,medium,"{'event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Journalism'}"
1145,Describe Nikola Tesla’s significant contributions during his career.,descriptive,{'person': 'Nikola Tesla'},high,easy,{'person': 'http://dbpedia.org/resource/Nikola_Tesla'}
1146,Explain the relationship between the United States and China and its significance.,explanatory,"{'entity A': 'United States', 'entity B': 'China'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_States', 'entity B': 'http://dbpedia.org/resource/China'}"
1147,"Based on the current economic trends, how do you predict the cryptocurrency market will develop?",predictive,{'event': 'cryptocurrency market'},high,medium,{'event': 'http://dbpedia.org/resource/Cryptocurrency'}
1148,Compare the impact of the Industrial Revolution and the Digital Revolution on society.,comparative,"{'historical event A': 'Industrial Revolution', 'historical event B': 'Digital Revolution'}",high,hard,"{'historical event A': 'http://dbpedia.org/resource/Industrial_Revolution', 'historical event B': 'http://dbpedia.org/resource/Digital_Revolution'}"
1149,How do you evaluate the impact of Sigmund Freud’s theories on modern psychology? Please explain your viewpoint.,critical,"{'person': 'Sigmund Freud', 'field': 'modern psychology'}",high,hard,"{'person': 'http://dbpedia.org/resource/Sigmund_Freud', 'field': 'http://dbpedia.org/resource/Psychology'}"
1150,Please describe Marie Curie's contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
1151,Explain the relationship between the United States and China in terms of economic trade and its significance.,explanatory,"{'entity A': 'United States', 'entity B': 'China'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_States', 'entity B': 'http://dbpedia.org/resource/China'}"
1152,"Based on the historical behavior of SpaceX, how do you predict its future achievements in space exploration?",predictive,{'entity': 'SpaceX'},high,medium,{'entity': 'http://dbpedia.org/resource/SpaceX'}
1153,Compare and contrast the similarities and differences between the economic impacts of the Great Depression and the 2008 Financial Crisis.,comparative,"{'entity A': 'Great Depression', 'entity B': '2008 Financial Crisis'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Great_Depression', 'entity B': 'http://dbpedia.org/resource/Financial_crisis_of_2007–2008'}"
1154,How do you evaluate the impact of Sigmund Freud's theories on modern psychology? Please explain your viewpoint.,critical,"{'person': 'Sigmund Freud', 'field': 'modern psychology'}",high,hard,"{'person': 'http://dbpedia.org/resource/Sigmund_Freud', 'field': 'http://dbpedia.org/resource/Psychology'}"
1155,Please describe Marie Curie’s contributions to the field of science.,descriptive,"{'person': 'Marie Curie', 'field': 'science'}",high,medium,"{'person': 'http://dbpedia.org/resource/Marie_Curie', 'field': 'http://dbpedia.org/resource/Science'}"
1156,Why did Winston Churchill choose to deliver the 'Iron Curtain' speech in 1946?,explanatory,"{'person': 'Winston Churchill', 'action': ""deliver the 'Iron Curtain' speech"", 'time': '1946'}",high,medium,"{'person': 'http://dbpedia.org/resource/Winston_Churchill', 'action': 'http://dbpedia.org/resource/Iron_Curtain_speech', 'time': 'http://dbpedia.org/resource/1946'}"
1157,"Based on the current advancements in Artificial Intelligence, how do you predict job markets will develop in the next decade?",predictive,"{'entity': 'Artificial Intelligence', 'aspect': 'job markets', 'time': 'in the next decade'}",high,medium,"{'entity': 'http://dbpedia.org/resource/Artificial_intelligence', 'aspect': 'http://dbpedia.org/resource/Job_market', 'time': 'http://dbpedia.org/resource/2030s'}"
1158,Compare the impact of the Industrial Revolution and the Information Age on global economic structures.,comparative,"{'historical event A': 'Industrial Revolution', 'historical event B': 'Information Age', 'aspect': 'global economic structures'}",high,medium,"{'historical event A': 'http://dbpedia.org/resource/Industrial_Revolution', 'historical event B': 'http://dbpedia.org/resource/Information_Age', 'aspect': 'http://dbpedia.org/resource/Economic_structure'}"
1159,How do you evaluate the impact of Sigmund Freud’s theories on modern psychology? Please explain your viewpoint.,critical,"{'person': 'Sigmund Freud', 'field': 'modern psychology'}",high,hard,"{'person': 'http://dbpedia.org/resource/Sigmund_Freud', 'field': 'http://dbpedia.org/resource/Psychology'}"
1160,Please describe Marie Curie's contributions to the field of radioactivity.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
1161,Why did Abraham Lincoln issue the Emancipation Proclamation in 1863?,explanatory,"{'person': 'Abraham Lincoln', 'action': 'issue the Emancipation Proclamation', 'time': '1863'}",high,medium,"{'person': 'http://dbpedia.org/resource/Abraham_Lincoln', 'action': 'http://dbpedia.org/resource/Emancipation_Proclamation', 'time': '1863'}"
1162,"Based on the current technological advancements, how do you predict the landscape of artificial intelligence will develop in the next decade?",predictive,{'event': 'landscape of artificial intelligence'},high,hard,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
1163,Compare and contrast the political ideologies of Karl Marx and Adam Smith.,comparative,"{'entity A': 'Karl Marx', 'entity B': 'Adam Smith', 'aspect': 'political ideologies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Karl_Marx', 'entity B': 'http://dbpedia.org/resource/Adam_Smith'}"
1164,How do you evaluate the impact of the Industrial Revolution on modern economic systems? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern economic systems'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economic_system'}"
1165,Please describe Leonardo da Vinci’s contributions to the field of art and science.,descriptive,"{'person': 'Leonardo da Vinci', 'field': 'art and science'}",high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
1166,Why did Mahatma Gandhi initiate the Salt March in 1930?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'initiate the Salt March', 'time': '1930'}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'action': 'http://dbpedia.org/resource/Salt_March', 'time': 'http://dbpedia.org/resource/1930'}"
1167,"Based on the recent advancements, how do you predict artificial intelligence will impact the job market in the next decade?",predictive,"{'current situation': 'recent advancements', 'event': 'artificial intelligence impact on the job market'}",high,hard,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
1168,Compare and contrast the economic policies of Franklin D. Roosevelt and Ronald Reagan.,comparative,"{'entity A': 'Franklin D. Roosevelt', 'entity B': 'Ronald Reagan', 'aspect': 'economic policies'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Franklin_D._Roosevelt', 'entity B': 'http://dbpedia.org/resource/Ronald_Reagan', 'aspect': 'http://dbpedia.org/resource/Economy_of_the_United_States'}"
1169,How do you evaluate the impact of the Industrial Revolution on modern industrial practices? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern industrial practices'}",high,hard,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'}
1170,Please describe Nikola Tesla’s contributions to the field of electrical engineering.,descriptive,{'person': 'Nikola Tesla'},high,medium,{'person': 'http://dbpedia.org/resource/Nikola_Tesla'}
1171,Why did Marie Curie persist in her research on radioactivity amidst various challenges?,explanatory,"{'person': 'Marie Curie', 'action': 'persist in her research on radioactivity', 'time': 'amidst various challenges'}",high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
1172,"Based on SpaceX's historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'SpaceX'},high,medium,{'entity': 'http://dbpedia.org/resource/SpaceX'}
1173,Compare and contrast the educational philosophies of John Dewey and Maria Montessori.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'educational philosophies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}"
1174,How do you evaluate the impact of the Industrial Revolution on modern economic theory? Please explain your viewpoint.,critical,"{'person/event': 'Industrial Revolution', 'field': 'modern economic theory'}",high,hard,{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution'}
1175,Please describe Marie Curie's contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
1176,Why did the United Kingdom decide to leave the European Union in 2016?,explanatory,"{'person': 'United Kingdom', 'action': 'leave', 'time': '2016'}",high,medium,"{'person': 'http://dbpedia.org/resource/United_Kingdom', 'action': 'http://dbpedia.org/resource/Brexit', 'time': 'http://dbpedia.org/resource/2016'}"
1177,"Based on SpaceX’s historical launches, in which fields do you think it might innovate in the future?",predictive,{'entity': 'SpaceX'},high,medium,{'entity': 'http://dbpedia.org/resource/SpaceX'}
1178,Compare and contrast the educational philosophies of John Dewey and Maria Montessori.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'educational philosophies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}"
1179,How do you evaluate the impact of the Internet on the dissemination of information? Please explain your viewpoint.,critical,"{'person/event': 'Internet', 'field': 'dissemination of information'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Information'}"
1180,Describe Leonardo da Vinci's significant contributions during his career.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
1181,Why did Winston Churchill choose to continue fighting during the Blitz?,explanatory,"{'person': 'Winston Churchill', 'action': 'continue fighting', 'time': 'the Blitz'}",high,medium,"{'person': 'http://dbpedia.org/resource/Winston_Churchill', 'time': 'http://dbpedia.org/resource/The_Blitz'}"
1182,"Based on the current situation, how do you predict electric vehicle adoption will develop?",predictive,{'event': 'electric vehicle adoption'},high,medium,{'event': 'http://dbpedia.org/resource/Electric_vehicle'}
1183,Compare and contrast the similarities and differences between classical education and modern education in terms of teaching methods.,comparative,"{'entity A': 'classical education', 'entity B': 'modern education', 'aspect': 'teaching methods'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Classical_education', 'entity B': 'http://dbpedia.org/resource/Education'}"
1184,How do you evaluate the impact of the Industrial Revolution on environmental changes? Please explain your viewpoint.,critical,"{'person/event': 'Industrial Revolution', 'field': 'environmental changes'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Environmental_impact_of_iron_ore_mining'}"
1185,Describe Leonardo da Vinci's significant contributions during the Renaissance.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
1186,Explain the relationship between the United Nations and international peacekeeping and its significance.,explanatory,"{'entity A': 'United Nations', 'entity B': 'international peacekeeping'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_Nations', 'entity B': 'http://dbpedia.org/resource/Peacekeeping'}"
1187,"Based on Tesla’s historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Tesla'},high,medium,"{'entity': 'http://dbpedia.org/resource/Tesla,_Inc.'}"
1188,Compare and contrast the similarities and differences between the French Revolution and the American Revolution in terms of their causes.,comparative,"{'entity A': 'French Revolution', 'entity B': 'American Revolution', 'aspect': 'causes'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/French_Revolution', 'entity B': 'http://dbpedia.org/resource/American_Revolution'}"
1189,How do you evaluate the impact of social media on modern communication? Please explain your viewpoint.,critical,"{'person/event': 'social media', 'field': 'modern communication'}",high,medium,{'person/event': 'http://dbpedia.org/resource/Social_media'}
1190,Please describe Marie Curie’s contributions to the field of science.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
1191,Why did Nelson Mandela choose to reconcile with his former oppressors after his release in 1990?,explanatory,"{'person': 'Nelson Mandela', 'action': 'reconcile', 'time': '1990'}",high,hard,{'person': 'http://dbpedia.org/resource/Nelson_Mandela'}
1192,"Based on the current economic trends, how do you predict the global financial market will develop?",predictive,{'event': 'global financial market'},high,hard,{'event': 'http://dbpedia.org/resource/Financial_market'}
1193,Compare and contrast the leadership styles of Mahatma Gandhi and Winston Churchill.,comparative,"{'entity A': 'Mahatma Gandhi', 'entity B': 'Winston Churchill', 'aspect': 'leadership styles'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'entity B': 'http://dbpedia.org/resource/Winston_Churchill'}"
1194,How do you evaluate the impact of the Industrial Revolution on modern labor practices? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern labor practices'}",high,medium,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Labor_practice'}"
1195,Please describe Ada Lovelace's contributions to the field of computing.,descriptive,{'person': 'Ada Lovelace'},high,medium,{'person': 'http://dbpedia.org/resource/Ada_Lovelace'}
1196,Explain the relationship between Microsoft and IBM and its significance.,explanatory,"{'entity A': 'Microsoft', 'entity B': 'IBM'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Microsoft', 'entity B': 'http://dbpedia.org/resource/IBM'}"
1197,"Based on the current advancements in artificial intelligence, how do you predict the future of autonomous vehicles will develop?",predictive,"{'field': 'artificial intelligence', 'event': 'autonomous vehicles'}",high,hard,"{'field': 'http://dbpedia.org/resource/Artificial_intelligence', 'event': 'http://dbpedia.org/resource/Self-driving_car'}"
1198,Compare and contrast the impact of the Industrial Revolution and the Digital Revolution on global economies.,comparative,"{'historical event A': 'Industrial Revolution', 'historical event B': 'Digital Revolution'}",high,medium,"{'historical event A': 'http://dbpedia.org/resource/Industrial_Revolution', 'historical event B': 'http://dbpedia.org/resource/Digital_Revolution'}"
1199,How do you evaluate the impact of Greta Thunberg's activism on global climate change policies? Please explain your viewpoint.,critical,"{'person': 'Greta Thunberg', 'field': 'global climate change policies'}",high,medium,"{'person': 'http://dbpedia.org/resource/Greta_Thunberg', 'field': 'http://dbpedia.org/resource/Climate_change_policy'}"
1200,Describe Marie Curie's significant contributions during her career.,descriptive,{'person': 'Marie Curie'},high,easy,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
1201,Explain the relationship between the Roman Empire and Christianity and its significance.,explanatory,"{'entity A': 'Roman Empire', 'entity B': 'Christianity'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Christianity'}"
1202,"Based on the current technological advancements, how do you predict the field of artificial intelligence will develop in the next decade?",predictive,{'event': 'the field of artificial intelligence'},high,hard,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
1203,Compare the impact of the Industrial Revolution and the Digital Revolution on global economic structures.,comparative,"{'historical event A': 'Industrial Revolution', 'historical event B': 'Digital Revolution'}",high,medium,"{'historical event A': 'http://dbpedia.org/resource/Industrial_Revolution', 'historical event B': 'http://dbpedia.org/resource/Digital_Revolution'}"
1204,How do you evaluate the impact of social media on mental health? Please explain your viewpoint.,critical,"{'event': 'social media', 'field': 'mental health'}",high,medium,"{'event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Mental_health'}"
1205,Provide a detailed description of the background and course of the American Civil War.,descriptive,{'event': 'American Civil War'},high,medium,{'event': 'http://dbpedia.org/resource/American_Civil_War'}
1206,Why did Julius Caesar decide to cross the Rubicon in 49 BC?,explanatory,"{'person': 'Julius Caesar', 'action': 'cross the Rubicon', 'time': '49 BC'}",high,medium,"{'person': 'http://dbpedia.org/resource/Julius_Caesar', 'action': 'http://dbpedia.org/resource/Crossing_the_Rubicon', 'time': 'http://dbpedia.org/resource/49_BC'}"
1207,"Based on the current economic trends, how do you predict the job market will evolve over the next decade?",predictive,{'event': 'job market'},high,medium,{'event': 'http://dbpedia.org/resource/Job_market'}
1208,Compare and contrast the educational philosophies of John Dewey and Maria Montessori in terms of their approaches to experiential learning.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'experiential learning'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori', 'aspect': 'http://dbpedia.org/resource/Experiential_learning'}"
1209,How do you evaluate the impact of the Me Too movement on corporate policies regarding workplace harassment? Please explain your viewpoint.,critical,"{'event': 'Me Too movement', 'field': 'corporate policies'}",high,hard,"{'event': 'http://dbpedia.org/resource/Me_Too_movement', 'field': 'http://dbpedia.org/resource/Corporate_policy'}"
1210,Describe Nikola Tesla’s significant contributions during his career.,descriptive,{'person': 'Nikola Tesla'},high,medium,{'person': 'http://dbpedia.org/resource/Nikola_Tesla'}
1211,Explain the relationship between the United Nations and the World Health Organization and its significance.,explanatory,"{'entity A': 'United Nations', 'entity B': 'World Health Organization'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_Nations', 'entity B': 'http://dbpedia.org/resource/World_Health_Organization'}"
1212,"Based on the current economic trends, how do you predict the stock market will perform in the next year?",predictive,{'event': 'stock market'},high,medium,{'event': 'http://dbpedia.org/resource/Stock_market'}
1213,Compare and contrast the similarities and differences between the American Civil War and the English Civil War.,comparative,"{'entity A': 'American Civil War', 'entity B': 'English Civil War'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/American_Civil_War', 'entity B': 'http://dbpedia.org/resource/English_Civil_War'}"
1214,How do you evaluate Steve Jobs' impact on the technology industry? Please explain your viewpoint.,critical,"{'person': 'Steve Jobs', 'field': 'technology industry'}",high,medium,"{'person': 'http://dbpedia.org/resource/Steve_Jobs', 'field': 'http://dbpedia.org/resource/Technology'}"
1215,Please describe Marie Curie's contributions to the field of radioactivity.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
1216,Why did Winston Churchill make the decision to lead Britain through World War II despite the significant risks involved?,explanatory,"{'person': 'Winston Churchill', 'action': 'lead Britain through World War II', 'time': 'during World War II'}",high,medium,"{'person': 'http://dbpedia.org/resource/Winston_Churchill', 'event': 'http://dbpedia.org/resource/World_War_II'}"
1217,"Based on the current advancements, how do you predict artificial intelligence will evolve in the healthcare industry?",predictive,"{'entity': 'artificial intelligence', 'field': 'healthcare industry'}",high,medium,"{'entity': 'http://dbpedia.org/resource/Artificial_intelligence', 'field': 'http://dbpedia.org/resource/Health_care'}"
1218,Compare and contrast the economic policies of Margaret Thatcher and Franklin D. Roosevelt during their respective terms.,comparative,"{'entity A': 'Margaret Thatcher', 'entity B': 'Franklin D. Roosevelt', 'aspect': 'economic policies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Margaret_Thatcher', 'entity B': 'http://dbpedia.org/resource/Franklin_D._Roosevelt'}"
1219,How do you evaluate the impact of the Industrial Revolution on modern urbanization? Please explain your viewpoint.,critical,"{'event': 'the Industrial Revolution', 'field': 'modern urbanization'}",high,medium,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Urbanization'}"
1220,Please describe William Shakespeare’s contributions to English literature.,descriptive,{'person': 'William Shakespeare'},high,medium,{'person': 'http://dbpedia.org/resource/William_Shakespeare'}
1221,Why did Mahatma Gandhi choose to initiate the Salt March in 1930?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'initiate the Salt March', 'time': '1930'}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'action': 'http://dbpedia.org/resource/Salt_March'}"
1222,"Based on SpaceX’s historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'SpaceX'},high,medium,{'entity': 'http://dbpedia.org/resource/SpaceX'}
1223,Compare the impact of the Industrial Revolution and the Internet Revolution on global economic structures.,comparative,"{'historical event A': 'Industrial Revolution', 'historical event B': 'Internet Revolution'}",high,hard,"{'historical event A': 'http://dbpedia.org/resource/Industrial_Revolution', 'historical event B': 'http://dbpedia.org/resource/Internet'}"
1224,How do you evaluate Sigmund Freud’s impact on the field of psychology? Please explain your viewpoint.,critical,"{'person': 'Sigmund Freud', 'field': 'psychology'}",high,medium,"{'person': 'http://dbpedia.org/resource/Sigmund_Freud', 'field': 'http://dbpedia.org/resource/Psychology'}"
1225,Describe Ada Lovelace's significant contributions to the field of computer science.,descriptive,"{'person': 'Ada Lovelace', 'field': 'computer science'}",high,medium,{'person': 'http://dbpedia.org/resource/Ada_Lovelace'}
1226,Explain the relationship between government policies and economic growth and its significance.,explanatory,"{'entity A': 'government policies', 'entity B': 'economic growth'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Government_policy', 'entity B': 'http://dbpedia.org/resource/Economic_growth'}"
1227,"Based on the current advancements in renewable energy technology, how do you predict the energy market will evolve in the next decade?",predictive,"{'current advancements': 'renewable energy technology', 'future event': 'energy market evolution', 'time frame': 'next decade'}",high,medium,{'current advancements': 'http://dbpedia.org/resource/Renewable_energy'}
1228,Compare and contrast the similarities and differences between the economic impacts of the 2008 financial crisis and the COVID-19 pandemic.,comparative,"{'entity A': '2008 financial crisis', 'entity B': 'COVID-19 pandemic', 'aspect': 'economic impacts'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Financial_crisis_of_2007–2008', 'entity B': 'http://dbpedia.org/resource/COVID-19_pandemic'}"
1229,How do you evaluate the impact of social media on modern political campaigns? Please explain your viewpoint.,critical,"{'entity': 'social media', 'field': 'modern political campaigns'}",high,medium,{'entity': 'http://dbpedia.org/resource/Social_media'}
1230,Please describe Isaac Newton’s contributions to the field of mathematics.,descriptive,{'person': 'Isaac Newton'},high,medium,{'person': 'http://dbpedia.org/resource/Isaac_Newton'}
1231,Explain the relationship between the United Nations and international human rights laws and its significance.,explanatory,"{'entity A': 'United Nations', 'entity B': 'international human rights laws'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_Nations', 'entity B': 'http://dbpedia.org/resource/Human_rights'}"
1232,"Based on Tesla’s historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Tesla'},high,medium,"{'entity': 'http://dbpedia.org/resource/Tesla,_Inc.'}"
1233,Compare and contrast the economic models of capitalism and socialism in terms of wealth distribution.,comparative,"{'entity A': 'capitalism', 'entity B': 'socialism', 'aspect': 'wealth distribution'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Capitalism', 'entity B': 'http://dbpedia.org/resource/Socialism'}"
1234,How do you evaluate the impact of the Industrial Revolution on modern society? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern society'}",high,medium,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Society'}"
1235,Provide a detailed description of the background and course of the American Civil War.,descriptive,{'event': 'American Civil War'},high,medium,{'event': 'http://dbpedia.org/resource/American_Civil_War'}
1236,Why did Mahatma Gandhi choose nonviolent resistance as a strategy during the Indian independence movement?,explanatory,"{'person': 'Mahatma Gandhi', 'action': 'nonviolent resistance', 'time': 'Indian independence movement'}",high,medium,"{'person': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'time': 'http://dbpedia.org/resource/Indian_independence_movement'}"
1237,"Based on current trends in renewable energy adoption, how do you predict the energy industry will evolve in the next 20 years?",predictive,"{'entity': 'renewable energy adoption', 'event': 'energy industry'}",high,hard,"{'entity': 'http://dbpedia.org/resource/Renewable_energy', 'event': 'http://dbpedia.org/resource/Energy_industry'}"
1238,Compare and contrast the economic policies of Ronald Reagan and Franklin D. Roosevelt.,comparative,"{'entity A': 'Ronald Reagan', 'entity B': 'Franklin D. Roosevelt', 'aspect': 'economic policies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Ronald_Reagan', 'entity B': 'http://dbpedia.org/resource/Franklin_D._Roosevelt'}"
1239,How do you evaluate the impact of social media on modern political campaigns? Please explain your viewpoint.,critical,"{'event': 'social media', 'field': 'modern political campaigns'}",high,medium,"{'event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Political_campaign'}"
1240,Describe Leonardo da Vinci's significant contributions to both art and science.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
1241,Explain the relationship between the United Nations and the World Health Organization and its significance.,explanatory,"{'entity A': 'United Nations', 'entity B': 'World Health Organization'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/United_Nations', 'entity B': 'http://dbpedia.org/resource/World_Health_Organization'}"
1242,"Based on the current technological advancements, how do you predict the field of artificial intelligence will develop in the next decade?",predictive,{'event': 'development of artificial intelligence'},high,medium,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
